rank	rank_last_week	primary_isbn13	publisher	description	price	title	author	contributor	book_image	book_image_width	book_image_height	amazon_product_url	age_group	book_review_link	book_uri
1	0	9780316420044	Little, Brown	A relationship that started in 1993 between Mallory Blessing and Jake McCloud comes to light while she is on her deathbed and his wife runs for president.	0.00	28 SUMMERS	Elin Hilderbrand	by Elin Hilderbrand	https://storage.googleapis.com/du-prd/books/images/9780316420044.jpg	322	500	https://www.amazon.com/dp/0316420042?tag=thenewyorktim-20			nyt://book/10bc4fb8-3279-533a-be20-ef6dd6cfb1be
2	1	9780735219090	Putnam	In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.	0.00	WHERE THE CRAWDADS SING	Delia Owens	by Delia Owens	https://storage.googleapis.com/du-prd/books/images/9780735219090.jpg	328	495	https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens/dp/0735219095?tag=thenewyorktim-20			nyt://book/053b4109-4555-5aa1-9b39-cc40549bcdf0
3	2	9780385545938	Doubleday	The line between fact and fiction becomes blurred when an author of thrillers is found dead after a hurricane hits Camino Island.	0.00	CAMINO WINDS	John Grisham	by John Grisham	https://storage.googleapis.com/du-prd/books/images/9780385545938.jpg	329	500	https://www.amazon.com/dp/0385545932?tag=thenewyorktim-20			nyt://book/91803cda-e698-5a30-a5cf-df1a16665394
4	3	9780525536291	Riverhead	The lives of twin sisters who run away from a Southern black community at age 16 diverge as one returns and the other takes on a different racial identity but their fates intertwine.	0.00	THE VANISHING HALF	Brit Bennett	by Brit Bennett	https://storage.googleapis.com/du-prd/books/images/9780525536291.jpg	331	500	https://www.amazon.com/dp/0525536299?tag=thenewyorktim-20			nyt://book/6db17f1d-4bd0-562a-80ef-efa2a272cf64
5	4	9780316539555	Little, Brown	Jeremiah Cook, a veteran and former N.Y.P.D. cop, investigates a mass murder near a lake in Georgia.	0.00	THE SUMMER HOUSE	James Patterson and Brendan DuBois	by James Patterson and Brendan DuBois	https://storage.googleapis.com/du-prd/books/images/9780316539555.jpg	320	500	https://www.amazon.com/dp/0316539554?tag=thenewyorktim-20			nyt://book/b4180d95-99e6-56a1-8ff6-440e156cd51a
6	7	9781982137977	Scribner	Four novellas: “Mr. Harrigan’s Phone,” “The Life of Chuck,” “Rat” and “If It Bleeds.”	0.00	IF IT BLEEDS	Stephen King	by Stephen King	https://storage.googleapis.com/du-prd/books/images/9781982137977.jpg	329	500	https://www.amazon.com/dp/1982137975?tag=thenewyorktim-20			nyt://book/ad212b13-e446-5daf-b5d9-41bef7402b4a
7	0	9780735216723	Riverhead	In 1969, secrets in a South Brooklyn neighborhood are uncovered when a church deacon known as Sportcoat shoots a drug dealer in public.	0.00	DEACON KING KONG	James McBride	by James McBride	https://storage.googleapis.com/du-prd/books/images/9780735216723.jpg	336	500	https://www.amazon.com/dp/073521672X?tag=thenewyorktim-20		https://www.nytimes.com/2020/02/29/books/review/deacon-king-kong-james-mcbride.html	nyt://book/ec978683-f109-562a-924c-0c7186db9547
8	6	9780316539425	Little, Brown	The third book in the Jack McEvoy series. A reporter tracks a killer who uses genetic data to pick his victims.	0.00	FAIR WARNING	Michael Connelly	by Michael Connelly	https://storage.googleapis.com/du-prd/books/images/9780316539425.jpg	322	500	https://www.amazon.com/dp/0316539422?tag=thenewyorktim-20			nyt://book/c959a16e-114a-5d98-af1c-7bd5a0ce5878
9	10	9780062868930	Morrow	A wedding between a TV star and a magazine publisher on an island off the coast of Ireland turns deadly.	0.00	THE GUEST LIST	Lucy Foley	by Lucy Foley	https://storage.googleapis.com/du-prd/books/images/9780062868930.jpg	329	500	https://www.amazon.com/dp/0062868934?tag=thenewyorktim-20			nyt://book/dc4d32ce-1fdd-5685-946c-68fabb9dd31f
10	0	9781984826787	Del Rey	In the aftermath of Mount Rainier erupting, Kate Holland’s newly discovered journals tell the tale of the creature known as Bigfoot.	0.00	DEVOLUTION	Max Brooks	by Max Brooks	https://storage.googleapis.com/du-prd/books/images/9781984826787.jpg	331	500	https://www.amazon.com/dp/1984826786?tag=thenewyorktim-20			nyt://book/874a1540-d0ce-5aeb-84e5-56a3b0b45a78
